date,Lottery_result,year,Num,5year,2018,2019,2020,2021,2022,2018,2019,2020,2021,2022,max
2021/5/12,265,2021,864,0,0,0,0,0,0,,,,,,
2021/5/13,958,2021,865,1,0,1,0,0,0,,,,,,
2021/5/14,863,2021,866,0,0,0,0,0,0,,,,,,
2021/5/17,615,2021,867,1,0,0,1,0,0,,,,,,
2021/5/18,270,2021,868,0,0,0,0,0,0,,,,,,
2021/5/19,855,2021,869,1,0,1,0,0,0,,,,,,
2021/5/20,130,2021,870,2,2,0,0,0,0,,,,,,
2021/5/21,151,2021,871,3,1,0,1,1,0,,,,,,
2021/5/24,52,2021,872,0,0,0,0,0,0,,,,,,
2021/5/25,369,2021,873,1,1,0,0,0,0,,,,,,
2021/5/26,576,2021,874,1,0,1,0,0,0,,,,,,
2021/5/27,635,2021,875,0,0,0,0,0,0,,,,,,
2021/5/28,282,2021,876,4,1,1,0,2,0,,,,,,
2021/5/31,493,2021,877,3,2,0,0,0,1,,,,,,
2021/6/1,117,2021,878,1,0,1,0,0,0,,,,,,
2021/6/2,948,2021,879,2,1,0,0,0,1,,,,,,
2021/6/3,633,2021,880,0,0,0,0,0,0,,,,,,
2021/6/4,227,2021,881,2,1,0,0,1,0,,,,,,
2021/6/7,118,2021,882,3,0,2,0,0,1,,,,,,
2021/6/8,841,2021,883,0,0,0,0,0,0,,,,,,
2021/6/9,736,2021,884,1,0,0,1,0,0,,,,,,
2021/6/10,746,2021,885,1,1,0,0,0,0,,,,,,
2021/6/11,695,2021,886,0,0,0,0,0,0,,,,,,
2021/6/14,901,2021,887,2,0,1,1,0,0,,,,,,
2021/6/15,108,2021,888,2,0,0,0,1,1,,,,,,
2021/6/16,553,2021,889,1,0,0,1,0,0,,,,,,
2021/6/17,89,2021,890,2,1,0,0,0,1,,,,,,
2021/6/18,752,2021,891,0,0,0,0,0,0,,,,,,
2021/6/21,367,2021,892,3,0,1,1,0,1,,,,,,
2021/6/22,400,2021,893,0,0,0,0,0,0,,,,,,
2021/6/23,836,2021,894,0,0,0,0,0,0,,,,,,
2021/6/24,153,2021,895,1,0,1,0,0,0,,,,,,
2021/6/25,93,2021,896,0,0,0,0,0,0,,,,,,
2021/6/28,479,2021,897,0,0,0,0,0,0,,,,,,
2021/6/29,736,2021,898,1,0,0,1,0,0,,,,,,
2021/6/30,389,2021,899,1,0,0,1,0,0,,,,,,
2021/7/1,472,2021,900,2,1,0,0,1,0,,,,,,
2021/7/2,759,2021,901,2,1,0,0,1,0,,,,,,
2021/7/5,591,2021,902,2,0,1,1,0,0,,,,,,
2021/7/6,641,2021,903,0,0,0,0,0,0,,,,,,
2021/7/7,888,2021,904,0,0,0,0,0,0,,,,,,
2021/7/8,758,2021,905,2,1,0,0,1,0,,,,,,
2021/7/9,292,2021,906,2,0,1,0,0,1,,,,,,
2021/7/12,768,2021,907,2,0,0,1,0,1,,,,,,
2021/7/13,293,2021,908,0,0,0,0,0,0,,,,,,
2021/7/14,740,2021,909,3,2,0,1,0,0,,,,,,
2021/7/15,920,2021,910,2,0,1,0,1,0,,,,,,
2021/7/16,90,2021,911,0,0,0,0,0,0,,,,,,
2021/7/19,415,2021,912,3,1,1,0,1,0,,,,,,
2021/7/20,900,2021,913,0,0,0,0,0,0,,,,,,
2021/7/21,803,2021,914,1,0,1,0,0,0,,,,,,
2021/7/22,764,2021,915,0,0,0,0,0,0,,,,,,
2021/7/23,378,2021,916,2,1,0,0,1,0,,,,,,
2021/7/26,388,2021,917,1,0,0,0,0,1,,,,,,
2021/7/27,556,2021,918,1,1,0,0,0,0,,,,,,
2021/7/28,614,2021,919,0,0,0,0,0,0,,,,,,
2021/7/29,764,2021,920,3,0,1,0,1,1,,,,,,
2021/7/30,704,2021,921,2,1,0,1,0,0,,,,,,
2021/8/2,239,2021,922,3,1,0,1,0,1,,,,,,
2021/8/3,240,2021,923,1,0,0,0,1,0,,,,,,
2021/8/4,696,2021,924,0,0,0,0,0,0,,,,,,
2021/8/5,345,2021,925,2,0,0,2,0,0,,,,,,
2021/8/6,163,2021,926,0,0,0,0,0,0,,,,,,
2021/8/9,419,2021,927,1,0,0,1,0,0,,,,,,
2021/8/10,599,2021,928,2,0,1,0,0,1,,,,,,
2021/8/11,261,2021,929,1,0,0,0,0,1,,,,,,
2021/8/12,745,2021,930,5,2,0,2,0,1,,,,,,
2021/8/13,707,2021,931,3,0,0,0,3,0,,,,,,
2021/8/16,746,2021,932,1,0,0,1,0,0,,,,,,
2021/8/17,630,2021,933,2,0,0,0,2,0,,,,,,
2021/8/18,144,2021,934,2,1,0,0,1,0,,,,,,
2021/8/19,34,2021,935,1,0,0,0,1,0,,,,,,
2021/8/20,862,2021,936,3,2,0,0,0,1,,,,,,
2021/8/23,128,2021,937,3,0,1,2,0,0,,,,,,
2021/8/24,841,2021,938,1,0,0,1,0,0,,,,,,
2021/8/25,760,2021,939,1,0,0,0,0,1,,,,,,
2021/8/26,987,2021,940,1,0,0,0,0,1,,,,,,
2021/8/27,413,2021,941,2,0,0,0,0,2,,,,,,
2021/8/30,412,2021,942,3,1,2,0,0,0,,,,,,
2021/8/31,335,2021,943,3,1,1,0,0,1,,,,,,
2021/9/1,502,2021,944,1,0,0,1,0,0,,,,,,
2021/9/2,933,2021,945,1,0,0,1,0,0,,,,,,
2021/9/3,99,2021,946,2,0,0,1,0,1,,,,,,
2021/9/6,595,2021,947,2,0,0,0,0,2,,,,,,
2021/9/7,59,2021,948,3,1,0,1,1,0,,,,,,
2021/9/8,547,2021,949,2,1,0,0,0,1,,,,,,
2021/9/9,916,2021,950,3,1,0,1,0,1,,,,,,
2021/9/10,931,2021,951,3,0,1,0,1,1,,,,,,
2021/9/13,40,2021,952,0,0,0,0,0,0,,,,,,
2021/9/14,468,2021,953,3,0,1,0,0,2,,,,,,
2021/9/15,32,2021,954,0,0,0,0,0,0,,,,,,
2021/9/16,662,2021,955,2,2,0,0,0,0,,,,,,
2021/9/17,714,2021,956,2,1,1,0,0,0,,,,,,
2021/9/20,723,2021,957,1,0,1,0,0,0,,,,,,
2021/9/21,114,2021,958,3,0,1,0,1,1,,,,,,
2021/9/22,708,2021,959,2,0,0,0,0,2,,,,,,
2021/9/23,975,2021,960,2,1,1,0,0,0,,,,,,
2021/9/24,262,2021,961,1,0,1,0,0,0,,,,,,
2021/9/27,275,2021,962,2,0,1,1,0,0,,,,,,
2021/9/28,226,2021,963,1,0,0,1,0,0,,,,,,
2021/9/29,610,2021,964,0,0,0,0,0,0,,,,,,
2021/9/30,606,2021,965,0,0,0,0,0,0,,,,,,
2021/10/1,910,2021,966,0,0,0,0,0,0,,,,,,
2021/10/4,876,2021,967,2,0,1,0,1,0,,,,,,
2021/10/5,33,2021,968,1,0,0,0,1,0,,,,,,
2021/10/6,649,2021,969,1,0,0,1,0,0,,,,,,
2021/10/7,716,2021,970,1,0,0,0,1,0,,,,,,
2021/10/8,71,2021,971,2,0,1,0,1,0,,,,,,
2021/10/11,473,2021,972,0,0,0,0,0,0,,,,,,
2021/10/12,461,2021,973,1,0,0,0,0,1,,,,,,
2021/10/13,642,2021,974,0,0,0,0,0,0,,,,,,
2021/10/14,19,2021,975,2,0,1,0,1,0,,,,,,
2021/10/15,968,2021,976,1,1,0,0,0,0,,,,,,
2021/10/18,527,2021,977,1,1,0,0,0,0,,,,,,
2021/10/19,491,2021,978,1,0,0,0,0,1,,,,,,
2021/10/20,353,2021,979,2,0,0,1,0,1,,,,,,
2021/10/21,722,2021,980,1,0,1,0,0,0,,,,,,
2021/10/22,426,2021,981,2,0,0,1,0,1,,,,,,
2021/10/25,970,2021,982,0,0,0,0,0,0,,,,,,
2021/10/26,495,2021,983,2,0,1,1,0,0,,,,,,
2021/10/27,488,2021,984,3,1,2,0,0,0,,,,,,
2021/10/28,187,2021,985,2,0,0,0,1,1,,,,,,
2021/10/29,236,2021,986,1,0,0,0,0,1,,,,,,
2021/11/1,42,2021,987,2,1,0,0,1,0,,,,,,
2021/11/2,265,2021,988,4,0,0,1,0,3,,,,,,
2021/11/3,188,2021,989,2,1,0,0,1,0,,,,,,
2021/11/4,63,2021,990,0,0,0,0,0,0,,,,,,
2021/11/5,169,2021,991,3,1,1,0,0,1,,,,,,
2021/11/8,576,2021,992,1,0,1,0,0,0,,,,,,
2021/11/9,24,2021,993,2,1,0,1,0,0,,,,,,
2021/11/10,905,2021,994,1,0,0,0,0,1,,,,,,
2021/11/11,748,2021,995,2,0,0,1,0,1,,,,,,
2021/11/12,635,2021,996,2,0,0,2,0,0,,,,,,
2021/11/15,245,2021,997,1,0,0,0,1,0,,,,,,
2021/11/16,313,2021,998,3,0,1,2,0,0,,,,,,
2021/11/17,967,2021,999,0,0,0,0,0,0,,,,,,
2021/11/18,802,2021,,,,,,,,,,,,,
2021/11/19,571,2021,,,,,,,,,,,,,
2021/11/22,363,2021,,,,,,,,,,,,,
2021/11/23,549,2021,,,,,,,,,,,,,
2021/11/24,448,2021,,,,,,,,,,,,,
2021/11/25,357,2021,,,,,,,,,,,,,
2021/11/26,931,2021,,,,,,,,,,,,,
2021/11/29,935,2021,,,,,,,,,,,,,
2021/11/30,840,2021,,,,,,,,,,,,,
2021/12/1,126,2021,,,,,,,,,,,,,
2021/12/2,398,2021,,,,,,,,,,,,,
2021/12/3,856,2021,,,,,,,,,,,,,
2021/12/6,75,2021,,,,,,,,,,,,,
2021/12/7,871,2021,,,,,,,,,,,,,
2021/12/8,570,2021,,,,,,,,,,,,,
2021/12/9,398,2021,,,,,,,,,,,,,
2021/12/10,540,2021,,,,,,,,,,,,,
2021/12/13,418,2021,,,,,,,,,,,,,
2021/12/14,702,2021,,,,,,,,,,,,,
2021/12/15,728,2021,,,,,,,,,,,,,
2021/12/16,74,2021,,,,,,,,,,,,,
2021/12/17,50,2021,,,,,,,,,,,,,
2021/12/20,245,2021,,,,,,,,,,,,,
2021/12/21,858,2021,,,,,,,,,,,,,
2021/12/22,365,2021,,,,,,,,,,,,,
2021/12/23,486,2021,,,,,,,,,,,,,
2021/12/24,69,2021,,,,,,,,,,,,,
2021/12/27,692,2021,,,,,,,,,,,,,
2021/12/28,553,2021,,,,,,,,,,,,,
2021/12/29,737,2021,,,,,,,,,,,,,
2021/12/30,131,2021,,,,,,,,,,,,,
2022/1/4,394,2022,,,,,,,,,,,,,
2022/1/5,917,2022,,,,,,,,,,,,,
2022/1/6,201,2022,,,,,,,,,,,,,
2022/1/7,698,2022,,,,,,,,,,,,,
2022/1/10,758,2022,,,,,,,,,,,,,
2022/1/11,906,2022,,,,,,,,,,,,,
2022/1/12,372,2022,,,,,,,,,,,,,
2022/1/13,387,2022,,,,,,,,,,,,,
2022/1/14,946,2022,,,,,,,,,,,,,
2022/1/17,529,2022,,,,,,,,,,,,,
2022/1/18,118,2022,,,,,,,,,,,,,
2022/1/19,330,2022,,,,,,,,,,,,,
2022/1/20,739,2022,,,,,,,,,,,,,
2022/1/21,597,2022,,,,,,,,,,,,,
2022/1/24,207,2022,,,,,,,,,,,,,
2022/1/25,607,2022,,,,,,,,,,,,,
2022/1/26,988,2022,,,,,,,,,,,,,
2022/1/27,995,2022,,,,,,,,,,,,,
2022/1/28,355,2022,,,,,,,,,,,,,
2022/1/31,125,2022,,,,,,,,,,,,,
2022/2/1,372,2022,,,,,,,,,,,,,
2022/2/2,160,2022,,,,,,,,,,,,,
2022/2/3,839,2022,,,,,,,,,,,,,
2022/2/4,94,2022,,,,,,,,,,,,,
2022/2/7,138,2022,,,,,,,,,,,,,
2022/2/8,355,2022,,,,,,,,,,,,,
2022/2/9,8,2022,,,,,,,,,,,,,
2022/2/10,577,2022,,,,,,,,,,,,,
2022/2/11,888,2022,,,,,,,,,,,,,
2022/2/14,973,2022,,,,,,,,,,,,,
2022/2/15,280,2022,,,,,,,,,,,,,
2022/2/16,494,2022,,,,,,,,,,,,,
2022/2/17,719,2022,,,,,,,,,,,,,
2022/2/18,98,2022,,,,,,,,,,,,,
2022/2/21,991,2022,,,,,,,,,,,,,
2022/2/22,481,2022,,,,,,,,,,,,,
2022/2/23,520,2022,,,,,,,,,,,,,
2022/2/24,811,2022,,,,,,,,,,,,,
2022/2/25,951,2022,,,,,,,,,,,,,
2022/2/28,358,2022,,,,,,,,,,,,,
2022/3/1,463,2022,,,,,,,,,,,,,
2022/3/2,735,2022,,,,,,,,,,,,,
2022/3/3,907,2022,,,,,,,,,,,,,
2022/3/4,432,2022,,,,,,,,,,,,,
2022/3/7,493,2022,,,,,,,,,,,,,
2022/3/8,348,2022,,,,,,,,,,,,,
2022/3/9,516,2022,,,,,,,,,,,,,
2022/3/10,920,2022,,,,,,,,,,,,,
2022/3/11,790,2022,,,,,,,,,,,,,
2022/3/14,552,2022,,,,,,,,,,,,,
2022/3/15,805,2022,,,,,,,,,,,,,
2022/3/16,567,2022,,,,,,,,,,,,,
2022/3/17,798,2022,,,,,,,,,,,,,
2022/3/18,529,2022,,,,,,,,,,,,,
2022/3/21,133,2022,,,,,,,,,,,,,
2022/3/22,428,2022,,,,,,,,,,,,,
2022/3/23,28,2022,,,,,,,,,,,,,
2022/3/24,959,2022,,,,,,,,,,,,,
2022/3/25,928,2022,,,,,,,,,,,,,
2022/3/28,943,2022,,,,,,,,,,,,,
2022/3/29,515,2022,,,,,,,,,,,,,
2022/3/30,522,2022,,,,,,,,,,,,,
2022/3/31,733,2022,,,,,,,,,,,,,
2022/4/1,194,2022,,,,,,,,,,,,,
2022/4/4,60,2022,,,,,,,,,,,,,
2022/4/5,106,2022,,,,,,,,,,,,,
2022/4/6,922,2022,,,,,,,,,,,,,
2022/4/7,622,2022,,,,,,,,,,,,,
2022/4/8,683,2022,,,,,,,,,,,,,
2022/4/11,391,2022,,,,,,,,,,,,,
2022/4/12,338,2022,,,,,,,,,,,,,
2022/4/13,882,2022,,,,,,,,,,,,,
2022/4/14,859,2022,,,,,,,,,,,,,
2022/4/15,451,2022,,,,,,,,,,,,,
2022/4/18,950,2022,,,,,,,,,,,,,
2022/4/19,124,2022,,,,,,,,,,,,,
2022/4/20,162,2022,,,,,,,,,,,,,
2022/4/21,40,2022,,,,,,,,,,,,,
2022/4/22,193,2022,,,,,,,,,,,,,
2022/4/25,696,2022,,,,,,,,,,,,,
2022/4/26,939,2022,,,,,,,,,,,,,
2022/4/27,183,2022,,,,,,,,,,,,,
2022/4/28,621,2022,,,,,,,,,,,,,
2022/4/29,226,2022,,,,,,,,,,,,,
2022/5/2,468,2022,,,,,,,,,,,,,
2022/5/3,985,2022,,,,,,,,,,,,,
2022/5/4,394,2022,,,,,,,,,,,,,
2022/5/5,655,2022,,,,,,,,,,,,,
2022/5/6,529,2022,,,,,,,,,,,,,
2022/5/9,283,2022,,,,,,,,,,,,,
2022/5/10,408,2022,,,,,,,,,,,,,
2022/5/11,713,2022,,,,,,,,,,,,,
2022/5/12,264,2022,,,,,,,,,,,,,
2022/5/13,612,2022,,,,,,,,,,,,,
2022/5/16,981,2022,,,,,,,,,,,,,
2022/5/17,150,2022,,,,,,,,,,,,,
2022/5/18,7,2022,,,,,,,,,,,,,
2022/5/19,603,2022,,,,,,,,,,,,,
2022/5/20,941,2022,,,,,,,,,,,,,
2022/5/23,319,2022,,,,,,,,,,,,,
2022/5/24,123,2022,,,,,,,,,,,,,
2022/5/25,940,2022,,,,,,,,,,,,,
2022/5/26,544,2022,,,,,,,,,,,,,
2022/5/27,431,2022,,,,,,,,,,,,,
2022/5/30,250,2022,,,,,,,,,,,,,
2022/5/31,790,2022,,,,,,,,,,,,,
2022/6/1,30,2022,,,,,,,,,,,,,
2022/6/2,44,2022,,,,,,,,,,,,,
2022/6/3,677,2022,,,,,,,,,,,,,
2022/6/6,739,2022,,,,,,,,,,,,,
2022/6/7,936,2022,,,,,,,,,,,,,
2022/6/8,640,2022,,,,,,,,,,,,,
2022/6/9,415,2022,,,,,,,,,,,,,
2022/6/10,274,2022,,,,,,,,,,,,,
2022/6/13,272,2022,,,,,,,,,,,,,
2022/6/14,753,2022,,,,,,,,,,,,,
2022/6/15,492,2022,,,,,,,,,,,,,
2022/6/16,597,2022,,,,,,,,,,,,,
2022/6/17,87,2022,,,,,,,,,,,,,
2022/6/20,112,2022,,,,,,,,,,,,,
2022/6/21,445,2022,,,,,,,,,,,,,
2022/6/22,377,2022,,,,,,,,,,,,,
2022/6/23,844,2022,,,,,,,,,,,,,
2022/6/24,959,2022,,,,,,,,,,,,,
2022/6/27,953,2022,,,,,,,,,,,,,
2022/6/28,98,2022,,,,,,,,,,,,,
2022/6/29,483,2022,,,,,,,,,,,,,
2022/6/30,134,2022,,,,,,,,,,,,,
2022/7/1,89,2022,,,,,,,,,,,,,
2022/7/4,671,2022,,,,,,,,,,,,,
2022/7/5,640,2022,,,,,,,,,,,,,
2022/7/6,771,2022,,,,,,,,,,,,,
2022/7/7,628,2022,,,,,,,,,,,,,
2022/7/8,641,2022,,,,,,,,,,,,,
2022/7/11,606,2022,,,,,,,,,,,,,
2022/7/12,43,2022,,,,,,,,,,,,,
2022/7/13,689,2022,,,,,,,,,,,,,
2022/7/14,949,2022,,,,,,,,,,,,,
2022/7/15,359,2022,,,,,,,,,,,,,
2022/7/18,994,2022,,,,,,,,,,,,,
2022/7/19,459,2022,,,,,,,,,,,,,
2022/7/20,941,2022,,,,,,,,,,,,,
2022/7/21,217,2022,,,,,,,,,,,,,
2022/7/22,414,2022,,,,,,,,,,,,,
2022/7/25,370,2022,,,,,,,,,,,,,
2022/7/26,208,2022,,,,,,,,,,,,,
2022/7/27,47,2022,,,,,,,,,,,,,
2022/7/28,691,2022,,,,,,,,,,,,,
2022/7/29,705,2022,,,,,,,,,,,,,
2022/8/1,827,2022,,,,,,,,,,,,,
2022/8/2,890,2022,,,,,,,,,,,,,
2022/8/3,818,2022,,,,,,,,,,,,,
2022/8/4,475,2022,,,,,,,,,,,,,
2022/8/5,509,2022,,,,,,,,,,,,,
2022/8/8,546,2022,,,,,,,,,,,,,
2022/8/9,498,2022,,,,,,,,,,,,,
2022/8/10,257,2022,,,,,,,,,,,,,
2022/8/11,802,2022,,,,,,,,,,,,,
2022/8/12,731,2022,,,,,,,,,,,,,
2022/8/15,33,2022,,,,,,,,,,,,,
2022/8/16,624,2022,,,,,,,,,,,,,
2022/8/17,287,2022,,,,,,,,,,,,,
2022/8/18,302,2022,,,,,,,,,,,,,
2022/8/19,462,2022,,,,,,,,,,,,,
2022/8/22,849,2022,,,,,,,,,,,,,
2022/8/23,48,2022,,,,,,,,,,,,,
2022/8/24,877,2022,,,,,,,,,,,,,
2022/8/25,252,2022,,,,,,,,,,,,,
2022/8/26,514,2022,,,,,,,,,,,,,
2022/8/29,988,2022,,,,,,,,,,,,,
2022/8/30,879,2022,,,,,,,,,,,,,
2022/8/31,685,2022,,,,,,,,,,,,,
2022/9/1,353,2022,,,,,,,,,,,,,
2022/9/2,347,2022,,,,,,,,,,,,,
2022/9/5,591,2022,,,,,,,,,,,,,
2022/9/6,114,2022,,,,,,,,,,,,,
2022/9/7,892,2022,,,,,,,,,,,,,
2022/9/8,20,2022,,,,,,,,,,,,,
2022/9/9,566,2022,,,,,,,,,,,,,
2022/9/12,411,2022,,,,,,,,,,,,,
2022/9/13,170,2022,,,,,,,,,,,,,
2022/9/14,318,2022,,,,,,,,,,,,,
2022/9/15,988,2022,,,,,,,,,,,,,
2022/9/16,979,2022,,,,,,,,,,,,,
2022/9/19,445,2022,,,,,,,,,,,,,
2022/9/20,232,2022,,,,,,,,,,,,,
2022/9/21,281,2022,,,,,,,,,,,,,
2022/9/22,595,2022,,,,,,,,,,,,,
2022/9/23,278,2022,,,,,,,,,,,,,
2022/9/26,222,2022,,,,,,,,,,,,,
2022/9/27,443,2022,,,,,,,,,,,,,
2022/9/28,727,2022,,,,,,,,,,,,,
2022/9/29,274,2022,,,,,,,,,,,,,
2022/9/30,125,2022,,,,,,,,,,,,,
2022/10/3,394,2022,,,,,,,,,,,,,
2022/10/4,9,2022,,,,,,,,,,,,,
2022/10/5,146,2022,,,,,,,,,,,,,
2022/10/6,432,2022,,,,,,,,,,,,,
2022/10/7,31,2022,,,,,,,,,,,,,
2022/10/10,139,2022,,,,,,,,,,,,,
2022/10/11,601,2022,,,,,,,,,,,,,
2022/10/12,630,2022,,,,,,,,,,,,,
2022/10/13,280,2022,,,,,,,,,,,,,
2022/10/14,595,2022,,,,,,,,,,,,,
2022/10/17,763,2022,,,,,,,,,,,,,
2022/10/18,809,2022,,,,,,,,,,,,,
2022/10/19,2,2022,,,,,,,,,,,,,
2022/10/20,804,2022,,,,,,,,,,,,,
2022/10/21,570,2022,,,,,,,,,,,,,
2022/10/24,30,2022,,,,,,,,,,,,,
2022/10/25,46,2022,,,,,,,,,,,,,
2022/10/26,605,2022,,,,,,,,,,,,,
2022/10/27,850,2022,,,,,,,,,,,,,
2022/10/28,849,2022,,,,,,,,,,,,,
2022/10/31,986,2022,,,,,,,,,,,,,
2022/11/1,281,2022,,,,,,,,,,,,,
2022/11/2,746,2022,,,,,,,,,,,,,
2022/11/3,65,2022,,,,,,,,,,,,,
2022/11/4,763,2022,,,,,,,,,,,,,
2022/11/7,89,2022,,,,,,,,,,,,,
2022/11/8,800,2022,,,,,,,,,,,,,
2022/11/9,54,2022,,,,,,,,,,,,,
2022/11/10,394,2022,,,,,,,,,,,,,
2022/11/11,754,2022,,,,,,,,,,,,,
2022/11/14,659,2022,,,,,,,,,,,,,
2022/11/15,641,2022,,,,,,,,,,,,,
2022/11/16,824,2022,,,,,,,,,,,,,
2022/11/17,930,2022,,,,,,,,,,,,,
2022/11/18,947,2022,,,,,,,,,,,,,
2022/11/21,590,2022,,,,,,,,,,,,,
2022/11/22,348,2022,,,,,,,,,,,,,
2022/11/23,533,2022,,,,,,,,,,,,,
2022/11/24,438,2022,,,,,,,,,,,,,
2022/11/25,424,2022,,,,,,,,,,,,,
2022/11/28,754,2022,,,,,,,,,,,,,
2022/11/29,386,2022,,,,,,,,,,,,,
2022/11/30,589,2022,,,,,,,,,,,,,
2022/12/1,978,2022,,,,,,,,,,,,,
2022/12/2,447,2022,,,,,,,,,,,,,
2022/12/5,468,2022,,,,,,,,,,,,,
2022/12/6,658,2022,,,,,,,,,,,,,
2022/12/7,745,2022,,,,,,,,,,,,,
2022/12/8,671,2022,,,,,,,,,,,,,
2022/12/9,742,2022,,,,,,,,,,,,,
2022/12/12,636,2022,,,,,,,,,,,,,
2022/12/13,638,2022,,,,,,,,,,,,,
2022/12/14,799,2022,,,,,,,,,,,,,
2022/12/15,613,2022,,,,,,,,,,,,,
2022/12/16,559,2022,,,,,,,,,,,,,
2022/12/19,460,2022,,,,,,,,,,,,,
2022/12/20,229,2022,,,,,,,,,,,,,
2022/12/21,947,2022,,,,,,,,,,,,,
2022/12/22,35,2022,,,,,,,,,,,,,
2022/12/23,329,2022,,,,,,,,,,,,,
2022/12/26,857,2022,,,,,,,,,,,,,
2022/12/27,929,2022,,,,,,,,,,,,,
2022/12/28,958,2022,,,,,,,,,,,,,
2022/12/29,194,2022,,,,,,,,,,,,,
2022/12/30,953,2022,,,,,,,,,,,,,
