No,date,day of week,Lottery_result
4189,2015/7/16,Thursday,334
4190,2015/7/17,Friday,598
4191,2015/7/20,Monday,844
4192,2015/7/21,Tuesday,895
4193,2015/7/22,Wednesday,13
4194,2015/7/23,Thursday,300
4195,2015/7/24,Friday,468
4196,2015/7/27,Monday,287
4197,2015/7/28,Tuesday,80
4198,2015/7/29,Wednesday,461
4199,2015/7/30,Thursday,409
4200,2015/7/31,Friday,4
4201,2015/8/3,Monday,336
4202,2015/8/4,Tuesday,907
4203,2015/8/5,Wednesday,275
4204,2015/8/6,Thursday,426
4205,2015/8/7,Friday,802
4206,2015/8/10,Monday,567
4207,2015/8/11,Tuesday,419
4208,2015/8/12,Wednesday,119
4209,2015/8/13,Thursday,809
4210,2015/8/14,Friday,859
4211,2015/8/17,Monday,507
4212,2015/8/18,Tuesday,978
4213,2015/8/19,Wednesday,580
4214,2015/8/20,Thursday,214
4215,2015/8/21,Friday,372
4216,2015/8/24,Monday,315
4217,2015/8/25,Tuesday,282
4218,2015/8/26,Wednesday,920
4219,2015/8/27,Thursday,778
4220,2015/8/28,Friday,169
4221,2015/8/31,Monday,763
4222,2015/9/1,Tuesday,104
4223,2015/9/2,Wednesday,787
4224,2015/9/3,Thursday,890
4225,2015/9/4,Friday,489
4226,2015/9/7,Monday,678
4227,2015/9/8,Tuesday,423
4228,2015/9/9,Wednesday,896
4229,2015/9/10,Thursday,468
4230,2015/9/11,Friday,549
4231,2015/9/14,Monday,820
4232,2015/9/15,Tuesday,759
4233,2015/9/16,Wednesday,117
4234,2015/9/17,Thursday,306
4235,2015/9/18,Friday,302
4236,2015/9/21,Monday,243
4237,2015/9/22,Tuesday,264
4238,2015/9/23,Wednesday,144
4239,2015/9/24,Thursday,924
4240,2015/9/25,Friday,792
4241,2015/9/28,Monday,191
4242,2015/9/29,Tuesday,166
4243,2015/9/30,Wednesday,945
4244,2015/10/1,Thursday,203
4245,2015/10/2,Friday,468
4246,2015/10/5,Monday,173
4247,2015/10/6,Tuesday,524
4248,2015/10/7,Wednesday,425
4249,2015/10/8,Thursday,321
4250,2015/10/9,Friday,658
4251,2015/10/12,Monday,185
4252,2015/10/13,Tuesday,418
4253,2015/10/14,Wednesday,119
4254,2015/10/15,Thursday,288
4255,2015/10/16,Friday,503
4256,2015/10/19,Monday,363
4257,2015/10/20,Tuesday,504
4258,2015/10/21,Wednesday,458
4259,2015/10/22,Thursday,396
4260,2015/10/23,Friday,686
4261,2015/10/26,Monday,370
4262,2015/10/27,Tuesday,906
4263,2015/10/28,Wednesday,49
4264,2015/10/29,Thursday,118
4265,2015/10/30,Friday,394
4266,2015/11/2,Monday,675
4267,2015/11/3,Tuesday,230
4268,2015/11/4,Wednesday,675
4269,2015/11/5,Thursday,715
4270,2015/11/6,Friday,220
4271,2015/11/9,Monday,708
4272,2015/11/10,Tuesday,945
4273,2015/11/11,Wednesday,493
4274,2015/11/12,Thursday,711
4275,2015/11/13,Friday,50
4276,2015/11/16,Monday,305
4277,2015/11/17,Tuesday,757
4278,2015/11/18,Wednesday,414
4279,2015/11/19,Thursday,161
4280,2015/11/20,Friday,851
4281,2015/11/23,Monday,359
4282,2015/11/24,Tuesday,691
4283,2015/11/25,Wednesday,748
4284,2015/11/26,Thursday,895
4285,2015/11/27,Friday,372
4286,2015/11/30,Monday,547
4287,2015/12/1,Tuesday,784
4288,2015/12/2,Wednesday,999
4289,2015/12/3,Thursday,422
4290,2015/12/4,Friday,192
4291,2015/12/7,Monday,429
4292,2015/12/8,Tuesday,368
4293,2015/12/9,Wednesday,687
4294,2015/12/10,Thursday,336
4295,2015/12/11,Friday,332
4296,2015/12/14,Monday,671
4297,2015/12/15,Tuesday,484
4298,2015/12/16,Wednesday,166
4299,2015/12/17,Thursday,308
4300,2015/12/18,Friday,966
4301,2015/12/21,Monday,530
4302,2015/12/22,Tuesday,454
4303,2015/12/23,Wednesday,447
4304,2015/12/24,Thursday,187
4305,2015/12/25,Friday,166
4306,2015/12/28,Monday,549
4307,2015/12/29,Tuesday,710
4308,2015/12/30,Wednesday,350
4309,2016/1/4,Monday,748
4310,2016/1/5,Tuesday,988
4311,2016/1/6,Wednesday,274
4312,2016/1/7,Thursday,603
4313,2016/1/8,Friday,797
4314,2016/1/11,Monday,787
4315,2016/1/12,Tuesday,946
4316,2016/1/13,Wednesday,81
4317,2016/1/14,Thursday,727
4318,2016/1/15,Friday,992
4319,2016/1/18,Monday,283
4320,2016/1/19,Tuesday,392
4321,2016/1/20,Wednesday,814
4322,2016/1/21,Thursday,725
4323,2016/1/22,Friday,751
4324,2016/1/25,Monday,211
4325,2016/1/26,Tuesday,564
4326,2016/1/27,Wednesday,504
4327,2016/1/28,Thursday,234
4328,2016/1/29,Friday,694
4329,2016/2/1,Monday,366
4330,2016/2/2,Tuesday,602
4331,2016/2/3,Wednesday,712
4332,2016/2/4,Thursday,182
4333,2016/2/5,Friday,418
4334,2016/2/8,Monday,305
4335,2016/2/9,Tuesday,344
4336,2016/2/10,Wednesday,307
4337,2016/2/11,Thursday,136
4338,2016/2/12,Friday,147
4339,2016/2/15,Monday,886
4340,2016/2/16,Tuesday,721
4341,2016/2/17,Wednesday,92
4342,2016/2/18,Thursday,934
4343,2016/2/19,Friday,55
4344,2016/2/22,Monday,456
4345,2016/2/23,Tuesday,908
4346,2016/2/24,Wednesday,837
4347,2016/2/25,Thursday,878
4348,2016/2/26,Friday,250
4349,2016/2/29,Monday,311
4350,2016/3/1,Tuesday,99
4351,2016/3/2,Wednesday,927
4352,2016/3/3,Thursday,2
4353,2016/3/4,Friday,201
4354,2016/3/7,Monday,405
4355,2016/3/8,Tuesday,500
4356,2016/3/9,Wednesday,334
4357,2016/3/10,Thursday,244
4358,2016/3/11,Friday,200
4359,2016/3/14,Monday,426
4360,2016/3/15,Tuesday,986
4361,2016/3/16,Wednesday,937
4362,2016/3/17,Thursday,146
4363,2016/3/18,Friday,213
4364,2016/3/21,Monday,257
4365,2016/3/22,Tuesday,187
4366,2016/3/23,Wednesday,355
4367,2016/3/24,Thursday,207
4368,2016/3/25,Friday,913
4369,2016/3/28,Monday,457
4370,2016/3/29,Tuesday,446
4371,2016/3/30,Wednesday,622
4372,2016/3/31,Thursday,654
4373,2016/4/1,Friday,375
4374,2016/4/4,Monday,304
4375,2016/4/5,Tuesday,602
4376,2016/4/6,Wednesday,878
4377,2016/4/7,Thursday,65
4378,2016/4/8,Friday,863
4379,2016/4/11,Monday,900
4380,2016/4/12,Tuesday,813
4381,2016/4/13,Wednesday,763
4382,2016/4/14,Thursday,661
4383,2016/4/15,Friday,836
4384,2016/4/18,Monday,180
4385,2016/4/19,Tuesday,230
4386,2016/4/20,Wednesday,660
4387,2016/4/21,Thursday,603
4388,2016/4/22,Friday,99
4389,2016/4/25,Monday,188
4390,2016/4/26,Tuesday,263
4391,2016/4/27,Wednesday,962
4392,2016/4/28,Thursday,183
4393,2016/4/29,Friday,183
4394,2016/5/2,Monday,701
4395,2016/5/3,Tuesday,732
4396,2016/5/4,Wednesday,942
4397,2016/5/5,Thursday,987
4398,2016/5/6,Friday,528
4399,2016/5/9,Monday,468
4400,2016/5/10,Tuesday,933
4401,2016/5/11,Wednesday,511
4402,2016/5/12,Thursday,497
4403,2016/5/13,Friday,339
4404,2016/5/16,Monday,975
4405,2016/5/17,Tuesday,750
4406,2016/5/18,Wednesday,590
4407,2016/5/19,Thursday,237
4408,2016/5/20,Friday,402
4409,2016/5/23,Monday,985
4410,2016/5/24,Tuesday,664
4411,2016/5/25,Wednesday,70
4412,2016/5/26,Thursday,642
4413,2016/5/27,Friday,271
4414,2016/5/30,Monday,921
4415,2016/5/31,Tuesday,397
4416,2016/6/1,Wednesday,658
4417,2016/6/2,Thursday,256
4418,2016/6/3,Friday,93
4419,2016/6/6,Monday,617
4420,2016/6/7,Tuesday,34
4421,2016/6/8,Wednesday,262
4422,2016/6/9,Thursday,355
4423,2016/6/10,Friday,809
4424,2016/6/13,Monday,244
4425,2016/6/14,Tuesday,543
4426,2016/6/15,Wednesday,742
4427,2016/6/16,Thursday,370
4428,2016/6/17,Friday,63
4429,2016/6/20,Monday,724
4430,2016/6/21,Tuesday,615
4431,2016/6/22,Wednesday,125
4432,2016/6/23,Thursday,693
4433,2016/6/24,Friday,88
4434,2016/6/27,Monday,440
4435,2016/6/28,Tuesday,546
4436,2016/6/29,Wednesday,748
4437,2016/6/30,Thursday,602
4438,2016/7/1,Friday,958
4439,2016/7/4,Monday,728
4440,2016/7/5,Tuesday,514
4441,2016/7/6,Wednesday,510
4442,2016/7/7,Thursday,3
4443,2016/7/8,Friday,443
4444,2016/7/11,Monday,826
4445,2016/7/12,Tuesday,716
4446,2016/7/13,Wednesday,291
4447,2016/7/14,Thursday,1
4448,2016/7/15,Friday,292
4449,2016/7/18,Monday,914
4450,2016/7/19,Tuesday,804
4451,2016/7/20,Wednesday,451
4452,2016/7/21,Thursday,95
4453,2016/7/22,Friday,141
4454,2016/7/25,Monday,97
4455,2016/7/26,Tuesday,356
4456,2016/7/27,Wednesday,52
4457,2016/7/28,Thursday,47
4458,2016/7/29,Friday,532
4459,2016/8/1,Monday,806
4460,2016/8/2,Tuesday,206
4461,2016/8/3,Wednesday,308
4462,2016/8/4,Thursday,867
4463,2016/8/5,Friday,623
4464,2016/8/8,Monday,682
4465,2016/8/9,Tuesday,58
4466,2016/8/10,Wednesday,472
4467,2016/8/11,Thursday,67
4468,2016/8/12,Friday,377
4469,2016/8/15,Monday,367
4470,2016/8/16,Tuesday,773
4471,2016/8/17,Wednesday,1
4472,2016/8/18,Thursday,142
4473,2016/8/19,Friday,768
4474,2016/8/22,Monday,621
4475,2016/8/23,Tuesday,695
4476,2016/8/24,Wednesday,431
4477,2016/8/25,Thursday,111
4478,2016/8/26,Friday,100
4479,2016/8/29,Monday,595
4480,2016/8/30,Tuesday,988
4481,2016/8/31,Wednesday,103
4482,2016/9/1,Thursday,54
4483,2016/9/2,Friday,284
4484,2016/9/5,Monday,337
4485,2016/9/6,Tuesday,509
4486,2016/9/7,Wednesday,701
4487,2016/9/8,Thursday,346
4488,2016/9/9,Friday,879
4489,2016/9/12,Monday,450
4490,2016/9/13,Tuesday,437
4491,2016/9/14,Wednesday,927
4492,2016/9/15,Thursday,53
4493,2016/9/16,Friday,804
4494,2016/9/19,Monday,470
4495,2016/9/20,Tuesday,401
4496,2016/9/21,Wednesday,211
4497,2016/9/22,Thursday,373
4498,2016/9/23,Friday,947
4499,2016/9/26,Monday,545
4500,2016/9/27,Tuesday,237
4501,2016/9/28,Wednesday,139
4502,2016/9/29,Thursday,161
4503,2016/9/30,Friday,719
4504,2016/10/3,Monday,636
4505,2016/10/4,Tuesday,167
4506,2016/10/5,Wednesday,861
4507,2016/10/6,Thursday,787
4508,2016/10/7,Friday,316
4509,2016/10/10,Monday,657
4510,2016/10/11,Tuesday,480
4511,2016/10/12,Wednesday,829
4512,2016/10/13,Thursday,662
4513,2016/10/14,Friday,271
4514,2016/10/17,Monday,946
4515,2016/10/18,Tuesday,410
4516,2016/10/19,Wednesday,774
4517,2016/10/20,Thursday,693
4518,2016/10/21,Friday,471
4519,2016/10/24,Monday,217
4520,2016/10/25,Tuesday,111
4521,2016/10/26,Wednesday,90
4522,2016/10/27,Thursday,640
4523,2016/10/28,Friday,568
4524,2016/10/31,Monday,485
4525,2016/11/1,Tuesday,643
4526,2016/11/2,Wednesday,215
4527,2016/11/3,Thursday,306
4528,2016/11/4,Friday,971
4529,2016/11/7,Monday,721
4530,2016/11/8,Tuesday,994
4531,2016/11/9,Wednesday,687
4532,2016/11/10,Thursday,526
4533,2016/11/11,Friday,623
4534,2016/11/14,Monday,244
4535,2016/11/15,Tuesday,697
4536,2016/11/16,Wednesday,396
4537,2016/11/17,Thursday,899
4538,2016/11/18,Friday,281
4539,2016/11/21,Monday,722
4540,2016/11/22,Tuesday,325
4541,2009/2/26,Thursday,788
4542,2009/2/27,Friday,660
4543,2009/3/2,Monday,596
4544,2009/3/3,Tuesday,403
4545,2009/3/4,Wednesday,660
4546,2009/3/5,Thursday,11
4547,2009/3/6,Friday,992
4548,2009/3/9,Monday,779
4549,2009/3/10,Tuesday,481
4550,2009/3/11,Wednesday,814
4551,2009/3/12,Thursday,571
4552,2009/3/13,Friday,195
4553,2009/3/16,Monday,404
4554,2009/3/17,Tuesday,828
4555,2009/3/18,Wednesday,118
4556,2009/3/19,Thursday,586
4557,2009/3/20,Friday,50
4558,2009/3/23,Monday,611
4559,2009/3/24,Tuesday,445
4560,2009/3/25,Wednesday,753
4561,2016/12/21,Wednesday,651
4562,2016/12/22,Thursday,291
4563,2016/12/23,Friday,153
4564,2016/12/26,Monday,934
4565,2016/12/27,Tuesday,837
4566,2016/12/28,Wednesday,7
4567,2016/12/29,Thursday,415
4568,2016/12/30,Friday,767
4569,2017/1/4,Wednesday,450
4570,2017/1/5,Thursday,387
4571,2017/1/6,Friday,714
4572,2017/1/9,Monday,76
4573,2017/1/10,Tuesday,339
4574,2017/1/11,Wednesday,694
4575,2017/1/12,Thursday,575
4576,2017/1/13,Friday,211
4577,2017/1/16,Monday,85
4578,2017/1/17,Tuesday,649
4579,2017/1/18,Wednesday,745
4580,2017/1/19,Thursday,697
4581,2017/1/20,Friday,859
4582,2017/1/23,Monday,857
4583,2017/1/24,Tuesday,387
4584,2017/1/25,Wednesday,644
4585,2017/1/26,Thursday,852
4586,2017/1/27,Friday,132
4587,2017/1/30,Monday,440
4588,2017/1/31,Tuesday,837
4589,2017/2/1,Wednesday,906
4590,2017/2/2,Thursday,292
4591,2017/2/3,Friday,132
4592,2017/2/6,Monday,762
4593,2017/2/7,Tuesday,862
4594,2017/2/8,Wednesday,828
4595,2017/2/9,Thursday,70
4596,2017/2/10,Friday,261
4597,2017/2/13,Monday,425
4598,2017/2/14,Tuesday,27
4599,2017/2/15,Wednesday,89
4600,2017/2/16,Thursday,464
4601,2017/2/17,Friday,15
4602,2017/2/20,Monday,890
4603,2017/2/21,Tuesday,866
4604,2017/2/22,Wednesday,893
4605,2017/2/23,Thursday,840
4606,2017/2/24,Friday,631
4607,2017/2/27,Monday,147
4608,2017/2/28,Tuesday,788
4609,2017/3/1,Wednesday,157
4610,2017/3/2,Thursday,449
4611,2017/3/3,Friday,111
4612,2017/3/6,Monday,226
4613,2017/3/7,Tuesday,868
4614,2017/3/8,Wednesday,959
4615,2017/3/9,Thursday,960
4616,2017/3/10,Friday,689
4617,2017/3/13,Monday,785
4618,2017/3/14,Tuesday,101
4619,2017/3/15,Wednesday,789
4620,2017/3/16,Thursday,101
4621,2017/3/17,Friday,692
4622,2017/3/20,Monday,164
4623,2017/3/21,Tuesday,64
4624,2017/3/22,Wednesday,712
4625,2017/3/23,Thursday,405
4626,2017/3/24,Friday,719
4627,2017/3/27,Monday,546
4628,2017/3/28,Tuesday,619
4629,2017/3/29,Wednesday,53
4630,2017/3/30,Thursday,638
4631,2017/3/31,Friday,226
4632,2017/4/3,Monday,66
4633,2017/4/4,Tuesday,642
4634,2017/4/5,Wednesday,374
4635,2017/4/6,Thursday,984
4636,2017/4/7,Friday,132
4637,2017/4/10,Monday,473
4638,2017/4/11,Tuesday,81
4639,2017/4/12,Wednesday,353
4640,2017/4/13,Thursday,67
4641,2017/4/14,Friday,535
4642,2017/4/17,Monday,439
4643,2017/4/18,Tuesday,833
4644,2017/4/19,Wednesday,91
4645,2017/4/20,Thursday,771
4646,2017/4/21,Friday,254
4647,2017/4/24,Monday,364
4648,2017/4/25,Tuesday,849
4649,2017/4/26,Wednesday,796
4650,2017/4/27,Thursday,799
4651,2017/4/28,Friday,508
4652,2017/5/1,Monday,525
4653,2017/5/2,Tuesday,939
4654,2017/5/3,Wednesday,479
4655,2017/5/4,Thursday,904
4656,2017/5/5,Friday,433
4657,2017/5/8,Monday,459
4658,2017/5/9,Tuesday,768
4659,2017/5/10,Wednesday,161
4660,2017/5/11,Thursday,895
4661,2017/5/12,Friday,922
4662,2017/5/15,Monday,682
4663,2017/5/16,Tuesday,17
4664,2017/5/17,Wednesday,597
4665,2017/5/18,Thursday,423
4666,2017/5/19,Friday,909
4667,2017/5/22,Monday,52
4668,2017/5/23,Tuesday,509
4669,2017/5/24,Wednesday,307
4670,2017/5/25,Thursday,39
4671,2017/5/26,Friday,41
4672,2017/5/29,Monday,990
4673,2017/5/30,Tuesday,537
4674,2017/5/31,Wednesday,471
4675,2017/6/1,Thursday,570
4676,2017/6/2,Friday,622
4677,2017/6/5,Monday,873
4678,2017/6/6,Tuesday,289
4679,2017/6/7,Wednesday,870
4680,2017/6/8,Thursday,37
4681,2017/6/9,Friday,908
4682,2017/6/12,Monday,172
4683,2017/6/13,Tuesday,577
4684,2017/6/14,Wednesday,428
4685,2017/6/15,Thursday,501
4686,2017/6/16,Friday,540
4687,2017/6/19,Monday,874
4688,2017/6/20,Tuesday,671
4689,2017/6/21,Wednesday,311
4690,2017/6/22,Thursday,375
4691,2017/6/23,Friday,811
4692,2017/6/26,Monday,242
4693,2017/6/27,Tuesday,171
4694,2017/6/28,Wednesday,796
4695,2017/6/29,Thursday,208
4696,2017/6/30,Friday,161
4697,2017/7/3,Monday,871
4698,2017/7/4,Tuesday,713
4699,2017/7/5,Wednesday,749
4700,2017/7/6,Thursday,817
4701,2017/7/7,Friday,346
4702,2017/7/10,Monday,844
4703,2017/7/11,Tuesday,10
4704,2017/7/12,Wednesday,904
4705,2017/7/13,Thursday,159
4706,2017/7/14,Friday,458
4707,2017/7/17,Monday,401
4708,2017/7/18,Tuesday,880
4709,2017/7/19,Wednesday,332
4710,2017/7/20,Thursday,8
4711,2017/7/21,Friday,109
4712,2017/7/24,Monday,381
4713,2017/7/25,Tuesday,661
4714,2017/7/26,Wednesday,898
4715,2017/7/27,Thursday,593
4716,2017/7/28,Friday,679
4717,2017/7/31,Monday,718
4718,2017/8/1,Tuesday,463
4719,2017/8/2,Wednesday,722
4720,2017/8/3,Thursday,661
4721,2017/8/4,Friday,82
4722,2017/8/7,Monday,207
4723,2017/8/8,Tuesday,594
4724,2017/8/9,Wednesday,97
4725,2017/8/10,Thursday,229
4726,2017/8/11,Friday,347
4727,2017/8/14,Monday,693
4728,2017/8/15,Tuesday,201
4729,2017/8/16,Wednesday,508
4730,2017/8/17,Thursday,711
4731,2017/8/18,Friday,105
4732,2017/8/21,Monday,933
4733,2017/8/22,Tuesday,15
4734,2017/8/23,Wednesday,409
4735,2017/8/24,Thursday,432
4736,2017/8/25,Friday,253
4737,2017/8/28,Monday,185
4738,2017/8/29,Tuesday,153
4739,2017/8/30,Wednesday,862
4740,2017/8/31,Thursday,7
4741,2017/9/1,Friday,906
4742,2017/9/4,Monday,630
4743,2017/9/5,Tuesday,58
4744,2017/9/6,Wednesday,301
4745,2017/9/7,Thursday,297
4746,2017/9/8,Friday,707
4747,2017/9/11,Monday,199
4748,2017/9/12,Tuesday,147
4749,2017/9/13,Wednesday,302
4750,2017/9/14,Thursday,648
4751,2017/9/15,Friday,132
4752,2017/9/18,Monday,372
4753,2017/9/19,Tuesday,5
4754,2017/9/20,Wednesday,684
4755,2017/9/21,Thursday,276
4756,2017/9/22,Friday,222
4757,2017/9/25,Monday,313
4758,2017/9/26,Tuesday,214
4759,2017/9/27,Wednesday,228
4760,2017/9/28,Thursday,347
4761,2017/9/29,Friday,573
4762,2017/10/2,Monday,321
4763,2017/10/3,Tuesday,679
4764,2017/10/4,Wednesday,925
4765,2017/10/5,Thursday,870
4766,2017/10/6,Friday,656
4767,2017/10/9,Monday,187
4768,2017/10/10,Tuesday,925
4769,2017/10/11,Wednesday,85
4770,2017/10/12,Thursday,933
4771,2017/10/13,Friday,394
4772,2017/10/16,Monday,236
4773,2017/10/17,Tuesday,219
4774,2017/10/18,Wednesday,21
4775,2017/10/19,Thursday,227
4776,2017/10/20,Friday,420
4777,2017/10/23,Monday,71
4778,2017/10/24,Tuesday,252
4779,2017/10/25,Wednesday,921
4780,2017/10/26,Thursday,72
4781,2017/10/27,Friday,830
4782,2017/10/30,Monday,205
4783,2017/10/31,Tuesday,23
4784,2017/11/1,Wednesday,46
4785,2017/11/2,Thursday,501
4786,2017/11/3,Friday,221
4787,2017/11/6,Monday,996
4788,2017/11/7,Tuesday,496
4789,2017/11/8,Wednesday,714
4790,2017/11/9,Thursday,836
4791,2017/11/10,Friday,621
4792,2017/11/13,Monday,732
4793,2017/11/14,Tuesday,523
4794,2017/11/15,Wednesday,385
4795,2017/11/16,Thursday,754
4796,2017/11/17,Friday,434
4797,2017/11/20,Monday,891
4798,2017/11/21,Tuesday,176
4799,2017/11/22,Wednesday,609
4800,2017/11/23,Thursday,794
4801,2017/11/24,Friday,177
4802,2017/11/27,Monday,173
4803,2017/11/28,Tuesday,261
4804,2017/11/29,Wednesday,782
4805,2017/11/30,Thursday,820
4806,2017/12/1,Friday,242
4807,2017/12/4,Monday,945
4808,2017/12/5,Tuesday,233
4809,2017/12/6,Wednesday,218
4810,2017/12/7,Thursday,618
4811,2017/12/8,Friday,937
4812,2017/12/11,Monday,278
4813,2017/12/12,Tuesday,276
4814,2017/12/13,Wednesday,43
4815,2017/12/14,Thursday,78
4816,2017/12/15,Friday,542
4817,2017/12/18,Monday,325
4818,2017/12/19,Tuesday,162
4819,2017/12/20,Wednesday,351
4820,2017/12/21,Thursday,663
4821,2017/12/22,Friday,288
4822,2017/12/25,Monday,720
4823,2017/12/26,Tuesday,809
4824,2017/12/27,Wednesday,372
4825,2017/12/28,Thursday,591
4826,2017/12/29,Friday,842
4827,2018/1/4,Thursday,858
4828,2018/1/5,Friday,384
4829,2018/1/8,Monday,976
4830,2018/1/9,Tuesday,930
4831,2018/1/10,Wednesday,634
4832,2018/1/11,Thursday,223
4833,2018/1/12,Friday,413
4834,2018/1/15,Monday,881
4835,2018/1/16,Tuesday,368
4836,2018/1/17,Wednesday,873
4837,2018/1/18,Thursday,916
4838,2018/1/19,Friday,955
4839,2018/1/22,Monday,122
4840,2018/1/23,Tuesday,327
4841,2018/1/24,Wednesday,92
4842,2018/1/25,Thursday,282
4843,2018/1/26,Friday,956
4844,2018/1/29,Monday,415
4845,2018/1/30,Tuesday,432
4846,2018/1/31,Wednesday,437
4847,2018/2/1,Thursday,546
4848,2018/2/2,Friday,291
4849,2018/2/5,Monday,461
4850,2018/2/6,Tuesday,139
4851,2018/2/7,Wednesday,138
4852,2018/2/8,Thursday,448
4853,2018/2/9,Friday,936
4854,2018/2/12,Monday,221
4855,2018/2/13,Tuesday,876
4856,2018/2/14,Wednesday,347
4857,2018/2/15,Thursday,631
4858,2018/2/16,Friday,725
4859,2018/2/19,Monday,949
4860,2018/2/20,Tuesday,271
4861,2018/2/21,Wednesday,545
4862,2018/2/22,Thursday,320
4863,2018/2/23,Friday,60
4864,2018/2/26,Monday,60
4865,2018/2/27,Tuesday,350
4866,2018/2/28,Wednesday,839
4867,2018/3/1,Thursday,382
4868,2018/3/2,Friday,776
4869,2018/3/5,Monday,411
4870,2018/3/6,Tuesday,586
4871,2018/3/7,Wednesday,45
4872,2018/3/8,Thursday,123
4873,2018/3/9,Friday,720
4874,2018/3/12,Monday,497
4875,2018/3/13,Tuesday,243
4876,2018/3/14,Wednesday,363
4877,2018/3/15,Thursday,236
4878,2018/3/16,Friday,399
4879,2018/3/19,Monday,217
4880,2018/3/20,Tuesday,118
4881,2018/3/21,Wednesday,486
4882,2018/3/22,Thursday,29
4883,2018/3/23,Friday,900
4884,2018/3/26,Monday,484
4885,2018/3/27,Tuesday,905
4886,2018/3/28,Wednesday,800
4887,2018/3/29,Thursday,339
4888,2018/3/30,Friday,950
4889,2018/4/2,Monday,684
4890,2018/4/3,Tuesday,507
4891,2018/4/4,Wednesday,750
4892,2018/4/5,Thursday,352
4893,2018/4/6,Friday,516
4894,2018/4/9,Monday,760
4895,2018/4/10,Tuesday,16
4896,2018/4/11,Wednesday,759
4897,2018/4/12,Thursday,196
4898,2018/4/13,Friday,775
4899,2018/4/16,Monday,118
4900,2018/4/17,Tuesday,993
4901,2018/4/18,Wednesday,984
4902,2018/4/19,Thursday,159
4903,2018/4/20,Friday,955
4904,2018/4/23,Monday,716
4905,2018/4/24,Tuesday,936
4906,2018/4/25,Wednesday,81
4907,2018/4/26,Thursday,355
4908,2018/4/27,Friday,714
4909,2018/4/30,Monday,2
4910,2018/5/1,Tuesday,440
4911,2018/5/2,Wednesday,372
4912,2018/5/3,Thursday,589
4913,2018/5/4,Friday,119
4914,2018/5/7,Monday,299
4915,2018/5/8,Tuesday,909
4916,2018/5/9,Wednesday,37
4917,2018/5/10,Thursday,402
4918,2018/5/11,Friday,30
4919,2018/5/14,Monday,604
4920,2018/5/15,Tuesday,497
4921,2018/5/16,Wednesday,909
4922,2018/5/17,Thursday,851
4923,2018/5/18,Friday,934
4924,2018/5/21,Monday,109
4925,2018/5/22,Tuesday,531
4926,2018/5/23,Wednesday,393
4927,2018/5/24,Thursday,496
4928,2018/5/25,Friday,535
4929,2018/5/28,Monday,513
4930,2018/5/29,Tuesday,797
4931,2018/5/30,Wednesday,648
4932,2018/5/31,Thursday,319
4933,2018/6/1,Friday,669
4934,2018/6/4,Monday,173
4935,2018/6/5,Tuesday,269
4936,2018/6/6,Wednesday,557
4937,2018/6/7,Thursday,653
4938,2018/6/8,Friday,137
4939,2018/6/11,Monday,413
4940,2018/6/12,Tuesday,193
4941,2018/6/13,Wednesday,642
4942,2018/6/14,Thursday,487
4943,2018/6/15,Friday,765
4944,2018/6/18,Monday,119
4945,2018/6/19,Tuesday,182
4946,2018/6/20,Wednesday,912
4947,2018/6/21,Thursday,18
4948,2018/6/22,Friday,1
4949,2018/6/25,Monday,549
4950,2018/6/26,Tuesday,256
4951,2018/6/27,Wednesday,32
4952,2018/6/28,Thursday,751
4953,2018/6/29,Friday,349
4954,2018/7/2,Monday,193
4955,2018/7/3,Tuesday,489
4956,2018/7/4,Wednesday,901
4957,2018/7/5,Thursday,668
4958,2018/7/6,Friday,870
4959,2018/7/9,Monday,61
4960,2018/7/10,Tuesday,625
4961,2018/7/11,Wednesday,223
4962,2018/7/12,Thursday,205
4963,2018/7/13,Friday,989
4964,2018/7/16,Monday,176
4965,2018/7/17,Tuesday,877
4966,2018/7/18,Wednesday,580
4967,2018/7/19,Thursday,51
4968,2018/7/20,Friday,115
4969,2018/7/23,Monday,330
4970,2018/7/24,Tuesday,977
4971,2018/7/25,Wednesday,778
4972,2018/7/26,Thursday,220
4973,2018/7/27,Friday,241
4974,2018/7/30,Monday,96
4975,2018/7/31,Tuesday,430
4976,2018/8/1,Wednesday,918
4977,2018/8/2,Thursday,644
4978,2018/8/3,Friday,646
4979,2018/8/6,Monday,47
4980,2018/8/7,Tuesday,260
4981,2018/8/8,Wednesday,529
4982,2018/8/9,Thursday,879
4983,2018/8/10,Friday,890
4984,2018/8/13,Monday,69
4985,2018/8/14,Tuesday,322
4986,2018/8/15,Wednesday,505
4987,2018/8/16,Thursday,480
4988,2018/8/17,Friday,131
4989,2018/8/20,Monday,203
4990,2018/8/21,Tuesday,78
4991,2018/8/22,Wednesday,308
4992,2018/8/23,Thursday,371
4993,2018/8/24,Friday,75
4994,2018/8/27,Monday,300
4995,2018/8/28,Tuesday,650
4996,2018/8/29,Wednesday,731
4997,2018/8/30,Thursday,943
4998,2018/8/31,Friday,271
4999,2018/9/3,Monday,45
5000,2018/9/4,Tuesday,317
5001,2018/9/5,Wednesday,488
5002,2018/9/6,Thursday,480
5003,2018/9/7,Friday,571
5004,2018/9/10,Monday,635
5005,2018/9/11,Tuesday,283
5006,2018/9/12,Wednesday,739
5007,2018/9/13,Thursday,704
5008,2018/9/14,Friday,589
5009,2018/9/17,Monday,674
5010,2018/9/18,Tuesday,960
