cols,importtance,model_name,model_target
store_大和店,0.0,GradientBoosting,y_weekday
store_八王子店,0.0,GradientBoosting,y_weekday
store_六本木店,0.0,GradientBoosting,y_weekday
store_前橋店,0.0,GradientBoosting,y_weekday
store_千葉中央店,0.0,GradientBoosting,y_weekday
store_千葉緑店,0.0,GradientBoosting,y_weekday
store_南砂店,0.0,GradientBoosting,y_weekday
store_南足柄店,0.0,GradientBoosting,y_weekday
store_厚木店,0.0,GradientBoosting,y_weekday
store_向島店,0.0,GradientBoosting,y_weekday
store_君津店,0.0,GradientBoosting,y_weekday
store_和光店,0.0,GradientBoosting,y_weekday
store_品川店,0.0,GradientBoosting,y_weekday
store_四街道店,0.0,GradientBoosting,y_weekday
store_国分寺店,0.0,GradientBoosting,y_weekday
store_国立店,0.0,GradientBoosting,y_weekday
store_坂戸店,0.0,GradientBoosting,y_weekday
store_墨田店,0.0,GradientBoosting,y_weekday
store_多摩店,0.0,GradientBoosting,y_weekday
store_大久保店,0.0,GradientBoosting,y_weekday
store_八潮店,0.0,GradientBoosting,y_weekday
store_八千代店,0.0,GradientBoosting,y_weekday
store_保土ケ谷店,0.0,GradientBoosting,y_weekday
store_中原店,0.0,GradientBoosting,y_weekday
store_あきる野店,0.0,GradientBoosting,y_weekday
store_さいたま南店,0.0,GradientBoosting,y_weekday
store_さいたま緑店,0.0,GradientBoosting,y_weekday
store_さいたま西店,0.0,GradientBoosting,y_weekday
store_つくば店,0.0,GradientBoosting,y_weekday
store_三浦店,0.0,GradientBoosting,y_weekday
store_三鷹店,0.0,GradientBoosting,y_weekday
store_世田谷店,0.0,GradientBoosting,y_weekday
store_中野店,0.0,GradientBoosting,y_weekday
store_佐野店,0.0,GradientBoosting,y_weekday
store_久喜店,0.0,GradientBoosting,y_weekday
store_九段店,0.0,GradientBoosting,y_weekday
store_亀有店,0.0,GradientBoosting,y_weekday
store_五反田店,0.0,GradientBoosting,y_weekday
store_代々木店,0.0,GradientBoosting,y_weekday
store_伊勢原店,0.0,GradientBoosting,y_weekday
store_伊勢崎店,0.0,GradientBoosting,y_weekday
store_佐倉店,0.0,GradientBoosting,y_weekday
store_大井店,0.0,GradientBoosting,y_weekday
store_大塚店,0.0,GradientBoosting,y_weekday
store_東村山店,0.0,GradientBoosting,y_weekday
store_大宮店,0.0,GradientBoosting,y_weekday
store_恵比寿店,0.0,GradientBoosting,y_weekday
store_愛甲店,0.0,GradientBoosting,y_weekday
store_成城店,0.0,GradientBoosting,y_weekday
store_我孫子店,0.0,GradientBoosting,y_weekday
store_戸塚店,0.0,GradientBoosting,y_weekday
store_所沢店,0.0,GradientBoosting,y_weekday
store_新宿店,0.0,GradientBoosting,y_weekday
store_新座店,0.0,GradientBoosting,y_weekday
store_日立店,0.0,GradientBoosting,y_weekday
store_日野店,0.0,GradientBoosting,y_weekday
store_春日部店,0.0,GradientBoosting,y_weekday
store_昭島店,0.0,GradientBoosting,y_weekday
store_木更津店,0.0,GradientBoosting,y_weekday
store_本庄店,0.0,GradientBoosting,y_weekday
store_本郷店,0.0,GradientBoosting,y_weekday
store_杉並店,0.0,GradientBoosting,y_weekday
store_東中野店,0.0,GradientBoosting,y_weekday
store_東久留米店,0.0,GradientBoosting,y_weekday
store_東大和店,0.0,GradientBoosting,y_weekday
store_志木店,0.0,GradientBoosting,y_weekday
store_府中店,0.0,GradientBoosting,y_weekday
store_幸店,0.0,GradientBoosting,y_weekday
store_小山店,0.0,GradientBoosting,y_weekday
store_大森店,0.0,GradientBoosting,y_weekday
store_大泉店,0.0,GradientBoosting,y_weekday
store_太田店,0.0,GradientBoosting,y_weekday
store_宇都宮店,0.0,GradientBoosting,y_weekday
store_守谷店,0.0,GradientBoosting,y_weekday
store_宮前店,0.0,GradientBoosting,y_weekday
store_富岡店,0.0,GradientBoosting,y_weekday
store_富里店,0.0,GradientBoosting,y_weekday
store_小平店,0.0,GradientBoosting,y_weekday
store_平塚店,0.0,GradientBoosting,y_weekday
store_小田原店,0.0,GradientBoosting,y_weekday
store_小金井店,0.0,GradientBoosting,y_weekday
store_川口店,0.0,GradientBoosting,y_weekday
store_川崎店,0.0,GradientBoosting,y_weekday
store_川越店,0.0,GradientBoosting,y_weekday
store_巣鴨店,0.0,GradientBoosting,y_weekday
store_市原店,0.0,GradientBoosting,y_weekday
store_市川店,0.0,GradientBoosting,y_weekday
store_鶴見店,0.0,GradientBoosting,y_weekday
order_weekday,0.36924086829964775,tree,y_weekend
order_weekend,0.34601344459759004,tree,y_weekend
delta_avg,0.02742982439391226,tree,y_weekend
order_cancel,0.026031173629847196,tree,y_weekend
order_time_16,0.024161444960000333,tree,y_weekend
order_time_12,0.02325590247151224,tree,y_weekend
order_delivery,0.020037381418319733,tree,y_weekend
order_time_21,0.018936227372116157,tree,y_weekend
order_time_14,0.017932265560273396,tree,y_weekend
order_time_15,0.017163272378446896,tree,y_weekend
order_time_19,0.01651450324851705,tree,y_weekend
order_time_11,0.015296672072902315,tree,y_weekend
order,0.015060033686623396,tree,y_weekend
order_fin,0.014922401687789973,tree,y_weekend
order_time_17,0.010867259363193773,tree,y_weekend
order_takeout,0.009680923869953499,tree,y_weekend
order_time_20,0.007815134462076991,tree,y_weekend
order_time_13,0.004721052119882089,tree,y_weekend
store_逗子店,0.0025175101975096607,tree,y_weekend
store_北千住店,0.0023496761843423497,tree,y_weekend
store_泉店,0.0020140081580077287,tree,y_weekend
store_西葛西店,0.0020140081580077287,tree,y_weekend
store_神田店,0.001977389827862133,tree,y_weekend
store_国立店,0.001315547416341743,tree,y_weekend
store_保土ケ谷店,0.0012307827632269468,tree,y_weekend
store_恵比寿店,0.0008615479342588589,tree,y_weekend
store_駒込店,0.0006397437678377467,tree,y_weekend
store_瀬谷店,0.0,tree,y_weekend
store_海老名店,0.0,tree,y_weekend
store_清瀬店,0.0,tree,y_weekend
store_渋谷店,0.0,tree,y_weekend
store_港北店,0.0,tree,y_weekend
store_港南店,0.0,tree,y_weekend
store_相模原店,0.0,tree,y_weekend
store_熊谷店,0.0,tree,y_weekend
store_狛江店,0.0,tree,y_weekend
store_狭山店,0.0,tree,y_weekend
store_王子店,0.0,tree,y_weekend
store_町田店,0.0,tree,y_weekend
store_白井店,0.0,tree,y_weekend
store_目黒店,0.0,tree,y_weekend
store_石神井店,0.0,tree,y_weekend
store_磯子店,0.0,tree,y_weekend
store_神奈川店,0.0,tree,y_weekend
store_浦安店,0.0,tree,y_weekend
store_水戸店,0.0,tree,y_weekend
store_浦和店,0.0,tree,y_weekend
store_横浜南店,0.0,tree,y_weekend
store_東尾久店,0.0,tree,y_weekend
store_東村山店,0.0,tree,y_weekend
store_東松山店,0.0,tree,y_weekend
store_松戸店,0.0,tree,y_weekend
store_板橋店,0.0,tree,y_weekend
store_柏店,0.0,tree,y_weekend
store_栃木店,0.0,tree,y_weekend
store_栄店,0.0,tree,y_weekend
store_桐生店,0.0,tree,y_weekend
store_横浜緑店,0.0,tree,y_weekend
store_浅草店,0.0,tree,y_weekend
store_横須賀店,0.0,tree,y_weekend
store_武蔵村山店,0.0,tree,y_weekend
store_武蔵野店,0.0,tree,y_weekend
store_秦野店,0.0,tree,y_weekend
store_江戸川店,0.0,tree,y_weekend
store_江東店,0.0,tree,y_weekend
store_池尻店,0.0,tree,y_weekend
store_池袋店,0.0,tree,y_weekend
store_流山店,0.0,tree,y_weekend
store_福生店,0.0,tree,y_weekend
store_茂原店,0.0,tree,y_weekend
store_稲城店,0.0,tree,y_weekend
store_青梅店,0.0,tree,y_weekend
store_足利店,0.0,tree,y_weekend
store_足柄上店,0.0,tree,y_weekend
store_足立店,0.0,tree,y_weekend
store_那珂店,0.0,tree,y_weekend
store_都筑店,0.0,tree,y_weekend
store_金沢店,0.0,tree,y_weekend
store_銀座店,0.0,tree,y_weekend
store_鎌倉店,0.0,tree,y_weekend
store_青山店,0.0,tree,y_weekend
store_青葉店,0.0,tree,y_weekend
store_赤羽店,0.0,tree,y_weekend
store_館林店,0.0,tree,y_weekend
store_駒沢店,0.0,tree,y_weekend
store_高円寺店,0.0,tree,y_weekend
store_高島平店,0.0,tree,y_weekend
store_高崎店,0.0,tree,y_weekend
store_高座店,0.0,tree,y_weekend
store_高津店,0.0,tree,y_weekend
store_高田馬場店,0.0,tree,y_weekend
store_鴻巣店,0.0,tree,y_weekend
store_越谷店,0.0,tree,y_weekend
store_赤坂店,0.0,tree,y_weekend
store_立川店,0.0,tree,y_weekend
store_茅ヶ崎店,0.0,tree,y_weekend
store_綾瀬店,0.0,tree,y_weekend
store_練馬店,0.0,tree,y_weekend
store_羽村店,0.0,tree,y_weekend
store_羽生店,0.0,tree,y_weekend
store_習志野店,0.0,tree,y_weekend
store_自由が丘店,0.0,tree,y_weekend
store_船橋店,0.0,tree,y_weekend
store_若葉店,0.0,tree,y_weekend
store_東久留米店,0.0,tree,y_weekend
store_草加店,0.0,tree,y_weekend
store_谷中店,0.0,tree,y_weekend
store_荒川店,0.0,tree,y_weekend
store_荻窪店,0.0,tree,y_weekend
store_葛飾店,0.0,tree,y_weekend
store_蒲田店,0.0,tree,y_weekend
store_藤沢店,0.0,tree,y_weekend
store_行田店,0.0,tree,y_weekend
store_西多摩店,0.0,tree,y_weekend
store_西東京店,0.0,tree,y_weekend
store_調布店,0.0,tree,y_weekend
store_東大和店,0.0,tree,y_weekend
store_日本橋店,0.0,tree,y_weekend
store_東中野店,0.0,tree,y_weekend
store_厚木店,0.0,tree,y_weekend
store_八千代店,0.0,tree,y_weekend
store_八潮店,0.0,tree,y_weekend
store_八王子店,0.0,tree,y_weekend
store_六本木店,0.0,tree,y_weekend
store_前橋店,0.0,tree,y_weekend
store_千葉中央店,0.0,tree,y_weekend
store_千葉緑店,0.0,tree,y_weekend
store_南砂店,0.0,tree,y_weekend
store_南足柄店,0.0,tree,y_weekend
store_取手店,0.0,tree,y_weekend
store_佐野店,0.0,tree,y_weekend
store_向島店,0.0,tree,y_weekend
store_君津店,0.0,tree,y_weekend
store_和光店,0.0,tree,y_weekend
store_品川店,0.0,tree,y_weekend
store_四街道店,0.0,tree,y_weekend
store_国分寺店,0.0,tree,y_weekend
store_坂戸店,0.0,tree,y_weekend
store_墨田店,0.0,tree,y_weekend
store_多摩店,0.0,tree,y_weekend
store_入間店,0.0,tree,y_weekend
store_佐倉店,0.0,tree,y_weekend
store_大井店,0.0,tree,y_weekend
store_上野店,0.0,tree,y_weekend
order_time_18,0.0,tree,y_weekend
store_あきる野店,0.0,tree,y_weekend
store_さいたま南店,0.0,tree,y_weekend
store_さいたま緑店,0.0,tree,y_weekend
store_さいたま西店,0.0,tree,y_weekend
store_つくば店,0.0,tree,y_weekend
store_三浦店,0.0,tree,y_weekend
store_三鷹店,0.0,tree,y_weekend
store_上尾店,0.0,tree,y_weekend
store_世田谷店,0.0,tree,y_weekend
store_伊勢崎店,0.0,tree,y_weekend
store_中原店,0.0,tree,y_weekend
store_中店,0.0,tree,y_weekend
store_中野店,0.0,tree,y_weekend
store_久喜店,0.0,tree,y_weekend
store_九段店,0.0,tree,y_weekend
store_亀有店,0.0,tree,y_weekend
store_五反田店,0.0,tree,y_weekend
store_代々木店,0.0,tree,y_weekend
store_伊勢原店,0.0,tree,y_weekend
store_大久保店,0.0,tree,y_weekend
store_大和店,0.0,tree,y_weekend
store_杉並店,0.0,tree,y_weekend
store_所沢店,0.0,tree,y_weekend
store_府中店,0.0,tree,y_weekend
store_座間店,0.0,tree,y_weekend
store_志木店,0.0,tree,y_weekend
store_愛甲店,0.0,tree,y_weekend
store_成城店,0.0,tree,y_weekend
store_成田店,0.0,tree,y_weekend
store_我孫子店,0.0,tree,y_weekend
store_戸塚店,0.0,tree,y_weekend
store_戸田店,0.0,tree,y_weekend
store_新宿店,0.0,tree,y_weekend
store_平塚店,0.0,tree,y_weekend
store_新座店,0.0,tree,y_weekend
store_日立店,0.0,tree,y_weekend
store_日野店,0.0,tree,y_weekend
store_旭店,0.0,tree,y_weekend
store_春日部店,0.0,tree,y_weekend
store_昭島店,0.0,tree,y_weekend
store_木更津店,0.0,tree,y_weekend
store_本庄店,0.0,tree,y_weekend
store_本郷店,0.0,tree,y_weekend
store_幸店,0.0,tree,y_weekend
store_市川店,0.0,tree,y_weekend
store_大塚店,0.0,tree,y_weekend
store_富津店,0.0,tree,y_weekend
store_大宮店,0.0,tree,y_weekend
store_大森店,0.0,tree,y_weekend
store_大泉店,0.0,tree,y_weekend
store_大田店,0.0,tree,y_weekend
store_太田店,0.0,tree,y_weekend
store_宇都宮店,0.0,tree,y_weekend
store_守谷店,0.0,tree,y_weekend
store_宮前店,0.0,tree,y_weekend
store_富岡店,0.0,tree,y_weekend
store_富里店,0.0,tree,y_weekend
store_市原店,0.0,tree,y_weekend
store_小山店,0.0,tree,y_weekend
store_小平店,0.0,tree,y_weekend
store_小田原店,0.0,tree,y_weekend
store_小金井店,0.0,tree,y_weekend
store_川口店,0.0,tree,y_weekend
store_川崎多摩店,0.0,tree,y_weekend
store_川崎店,0.0,tree,y_weekend
store_川越店,0.0,tree,y_weekend
store_巣鴨店,0.0,tree,y_weekend
store_鶴見店,0.0,tree,y_weekend
order_weekend,0.18154817309947752,RandomForest,y_weekend
order_weekday,0.10304526581537933,RandomForest,y_weekend
order,0.05435832139261788,RandomForest,y_weekend
order_fin,0.04737681680140429,RandomForest,y_weekend
order_delivery,0.04686432654917213,RandomForest,y_weekend
order_takeout,0.03721744039795752,RandomForest,y_weekend
order_time_15,0.03623472397125683,RandomForest,y_weekend
order_time_16,0.03534703139892641,RandomForest,y_weekend
order_time_17,0.03518555864108965,RandomForest,y_weekend
order_time_14,0.034359786786698,RandomForest,y_weekend
order_cancel,0.03411624404438019,RandomForest,y_weekend
order_time_13,0.03361999091655372,RandomForest,y_weekend
order_time_20,0.033548986781351674,RandomForest,y_weekend
order_time_18,0.0332520873037814,RandomForest,y_weekend
delta_avg,0.0329705361823847,RandomForest,y_weekend
order_time_19,0.032234426973017295,RandomForest,y_weekend
order_time_21,0.032202478275475364,RandomForest,y_weekend
order_time_11,0.032152773959144426,RandomForest,y_weekend
order_time_12,0.03194924749781576,RandomForest,y_weekend
store_座間店,0.0010009929722897873,RandomForest,y_weekend
store_木更津店,0.000854476766904607,RandomForest,y_weekend
store_東松山店,0.0007923159947212011,RandomForest,y_weekend
store_成城店,0.0007912808668832628,RandomForest,y_weekend
store_横浜緑店,0.0007911056563160365,RandomForest,y_weekend
store_狛江店,0.0007829485352837878,RandomForest,y_weekend
store_大久保店,0.0007784361003593,RandomForest,y_weekend
store_神奈川店,0.0007596287184550741,RandomForest,y_weekend
store_国立店,0.0007414847258403325,RandomForest,y_weekend
store_港南店,0.000730764261407993,RandomForest,y_weekend
store_西多摩店,0.0007247173124833922,RandomForest,y_weekend
store_荒川店,0.0007237464402273458,RandomForest,y_weekend
store_渋谷店,0.000723396887805338,RandomForest,y_weekend
store_成田店,0.0007227133433077293,RandomForest,y_weekend
store_熊谷店,0.0007013343534970107,RandomForest,y_weekend
store_恵比寿店,0.0007009689672098456,RandomForest,y_weekend
store_取手店,0.0006992338048284144,RandomForest,y_weekend
store_大田店,0.0006927914388860734,RandomForest,y_weekend
store_西東京店,0.0006922037247996035,RandomForest,y_weekend
store_北千住店,0.0006852124800318863,RandomForest,y_weekend
store_さいたま緑店,0.0006790415225293151,RandomForest,y_weekend
store_日立店,0.0006727549867059879,RandomForest,y_weekend
store_府中店,0.0006723363610088787,RandomForest,y_weekend
store_足柄上店,0.0006719539072590807,RandomForest,y_weekend
store_東大和店,0.0006716550659512468,RandomForest,y_weekend
store_旭店,0.0006698312540990506,RandomForest,y_weekend
store_小平店,0.0006694312314354894,RandomForest,y_weekend
store_葛飾店,0.0006664172837536378,RandomForest,y_weekend
store_自由が丘店,0.0006629157118755437,RandomForest,y_weekend
store_前橋店,0.0006607228332744053,RandomForest,y_weekend
store_九段店,0.0006605741312758282,RandomForest,y_weekend
store_久喜店,0.0006584803101240882,RandomForest,y_weekend
store_八千代店,0.0006581859666960641,RandomForest,y_weekend
store_多摩店,0.0006533022603008551,RandomForest,y_weekend
store_青梅店,0.0006522686584117814,RandomForest,y_weekend
store_赤坂店,0.0006479159331131938,RandomForest,y_weekend
store_桐生店,0.0006470219314882983,RandomForest,y_weekend
store_南砂店,0.0006459606473511289,RandomForest,y_weekend
store_浅草店,0.0006406698996382402,RandomForest,y_weekend
store_羽村店,0.0006363470396651475,RandomForest,y_weekend
store_杉並店,0.0006349719604894379,RandomForest,y_weekend
store_向島店,0.0006349264544248809,RandomForest,y_weekend
store_昭島店,0.0006294259335644837,RandomForest,y_weekend
store_国分寺店,0.0006197306331187838,RandomForest,y_weekend
store_福生店,0.0006186766897389325,RandomForest,y_weekend
store_東尾久店,0.0006175029598983343,RandomForest,y_weekend
store_日野店,0.0006149258804246291,RandomForest,y_weekend
store_立川店,0.0006135138321626373,RandomForest,y_weekend
store_富津店,0.0006101953716970667,RandomForest,y_weekend
store_大泉店,0.0006088276243863044,RandomForest,y_weekend
store_金沢店,0.0006053905038225498,RandomForest,y_weekend
store_松戸店,0.000604354482058658,RandomForest,y_weekend
store_上尾店,0.000600106686890175,RandomForest,y_weekend
store_狭山店,0.0005966097959962627,RandomForest,y_weekend
store_市川店,0.0005882919903432897,RandomForest,y_weekend
store_逗子店,0.0005706577285326272,RandomForest,y_weekend
store_茅ヶ崎店,0.00057034170335179,RandomForest,y_weekend
store_石神井店,0.0005697600103173203,RandomForest,y_weekend
store_鎌倉店,0.0005687273184656258,RandomForest,y_weekend
store_板橋店,0.0005674721036053525,RandomForest,y_weekend
store_墨田店,0.0005622138090385796,RandomForest,y_weekend
store_日本橋店,0.0005568396339503809,RandomForest,y_weekend
store_さいたま西店,0.0005555365093290201,RandomForest,y_weekend
store_つくば店,0.000549613639180847,RandomForest,y_weekend
store_大塚店,0.0005441946730463182,RandomForest,y_weekend
store_中店,0.0005418193891698938,RandomForest,y_weekend
store_宇都宮店,0.0005414130395319212,RandomForest,y_weekend
store_目黒店,0.0005399671787735978,RandomForest,y_weekend
store_亀有店,0.0005397353742235191,RandomForest,y_weekend
store_藤沢店,0.0005376841558606792,RandomForest,y_weekend
store_中野店,0.0005282737192240105,RandomForest,y_weekend
store_上野店,0.000525703768908951,RandomForest,y_weekend
store_川越店,0.0005253325429641506,RandomForest,y_weekend
store_伊勢原店,0.000524402903768185,RandomForest,y_weekend
store_入間店,0.0005197952596441406,RandomForest,y_weekend
store_大宮店,0.0005195238366073956,RandomForest,y_weekend
store_流山店,0.0005169175040551875,RandomForest,y_weekend
store_高座店,0.0005167796121002307,RandomForest,y_weekend
store_足利店,0.0005167205689300313,RandomForest,y_weekend
store_小田原店,0.0005158622918233935,RandomForest,y_weekend
store_那珂店,0.0005088941869055576,RandomForest,y_weekend
store_横須賀店,0.000505471522424887,RandomForest,y_weekend
store_浦和店,0.0005021257397431596,RandomForest,y_weekend
store_品川店,0.0004999523694044915,RandomForest,y_weekend
store_保土ケ谷店,0.0004982350493174515,RandomForest,y_weekend
store_調布店,0.0004979718791916178,RandomForest,y_weekend
store_川口店,0.0004974471161139544,RandomForest,y_weekend
store_荻窪店,0.0004969000530316396,RandomForest,y_weekend
store_高田馬場店,0.0004847262247634504,RandomForest,y_weekend
store_高崎店,0.00048366058428364963,RandomForest,y_weekend
store_愛甲店,0.0004828653609198921,RandomForest,y_weekend
store_巣鴨店,0.000479281936795463,RandomForest,y_weekend
store_鶴見店,0.000477877815510706,RandomForest,y_weekend
store_代々木店,0.00047655509600374416,RandomForest,y_weekend
store_東村山店,0.00047568610148199605,RandomForest,y_weekend
store_王子店,0.0004731196996342746,RandomForest,y_weekend
store_平塚店,0.0004727400832393159,RandomForest,y_weekend
store_川崎多摩店,0.00046757908374197964,RandomForest,y_weekend
store_赤羽店,0.0004647645867222134,RandomForest,y_weekend
store_大森店,0.000462604303074074,RandomForest,y_weekend
store_羽生店,0.00046189502076459993,RandomForest,y_weekend
store_高島平店,0.00046083535121112506,RandomForest,y_weekend
store_六本木店,0.00045599341765363024,RandomForest,y_weekend
store_東久留米店,0.0004553618315738158,RandomForest,y_weekend
store_磯子店,0.00045400358177587105,RandomForest,y_weekend
store_伊勢崎店,0.0004527654017203571,RandomForest,y_weekend
store_東中野店,0.00045029877861071466,RandomForest,y_weekend
store_海老名店,0.0004463028103634225,RandomForest,y_weekend
store_戸田店,0.0004452282166922057,RandomForest,y_weekend
store_瀬谷店,0.00044415418804947545,RandomForest,y_weekend
store_銀座店,0.0004397339956801042,RandomForest,y_weekend
store_坂戸店,0.0004386256101510035,RandomForest,y_weekend
store_習志野店,0.00043544008360978234,RandomForest,y_weekend
store_足立店,0.00043334819078069166,RandomForest,y_weekend
store_新宿店,0.0004244956643552803,RandomForest,y_weekend
store_佐野店,0.0004220194461750126,RandomForest,y_weekend
store_町田店,0.00042118381450953956,RandomForest,y_weekend
store_鴻巣店,0.00042107869964742644,RandomForest,y_weekend
store_所沢店,0.00042095872636116054,RandomForest,y_weekend
store_泉店,0.00041793253967562947,RandomForest,y_weekend
store_池尻店,0.0004162909235603056,RandomForest,y_weekend
store_稲城店,0.0004142828909485197,RandomForest,y_weekend
store_幸店,0.0004141731206530876,RandomForest,y_weekend
store_港北店,0.00041389966697058696,RandomForest,y_weekend
store_春日部店,0.00041258297899399144,RandomForest,y_weekend
store_八潮店,0.0004119585429396961,RandomForest,y_weekend
store_千葉中央店,0.00040361249546472846,RandomForest,y_weekend
store_川崎店,0.00040160775195816095,RandomForest,y_weekend
store_白井店,0.0003968830002313035,RandomForest,y_weekend
store_武蔵村山店,0.0003958630084479064,RandomForest,y_weekend
store_都筑店,0.00039578953590825973,RandomForest,y_weekend
store_横浜南店,0.00039543667864645353,RandomForest,y_weekend
store_相模原店,0.00039336584073700726,RandomForest,y_weekend
store_駒沢店,0.0003895230773181491,RandomForest,y_weekend
store_佐倉店,0.00038698077614651597,RandomForest,y_weekend
store_新座店,0.00038463257791736575,RandomForest,y_weekend
store_あきる野店,0.00038166658701659713,RandomForest,y_weekend
store_若葉店,0.00037959459133205724,RandomForest,y_weekend
store_大井店,0.00037924480902257017,RandomForest,y_weekend
store_越谷店,0.00037698261672185944,RandomForest,y_weekend
store_小金井店,0.00037653421442516337,RandomForest,y_weekend
store_駒込店,0.00037267026040064296,RandomForest,y_weekend
store_柏店,0.00037168629306444086,RandomForest,y_weekend
store_清瀬店,0.00037062471653079754,RandomForest,y_weekend
store_青山店,0.0003653633526141383,RandomForest,y_weekend
store_小山店,0.0003591081230526276,RandomForest,y_weekend
store_市原店,0.00034997817495186303,RandomForest,y_weekend
store_大和店,0.0003479427920806545,RandomForest,y_weekend
store_厚木店,0.00034735390855701674,RandomForest,y_weekend
store_館林店,0.0003412215619528073,RandomForest,y_weekend
store_谷中店,0.0003410897802854732,RandomForest,y_weekend
store_千葉緑店,0.0003320349309663282,RandomForest,y_weekend
store_栃木店,0.0003306863872525026,RandomForest,y_weekend
store_浦安店,0.00032849252606157744,RandomForest,y_weekend
store_茂原店,0.00032625972822906035,RandomForest,y_weekend
store_秦野店,0.00032244978448784934,RandomForest,y_weekend
store_志木店,0.0003207034567667313,RandomForest,y_weekend
store_武蔵野店,0.000320625482455779,RandomForest,y_weekend
store_守谷店,0.0003204984435527817,RandomForest,y_weekend
store_江東店,0.00031887588002246157,RandomForest,y_weekend
store_神田店,0.0003187697517829307,RandomForest,y_weekend
store_太田店,0.00031765490211827744,RandomForest,y_weekend
store_三浦店,0.0003090226143327581,RandomForest,y_weekend
store_高円寺店,0.00030740379932614736,RandomForest,y_weekend
store_水戸店,0.00030660591235792776,RandomForest,y_weekend
store_南足柄店,0.0003047628938463168,RandomForest,y_weekend
store_富里店,0.0003044122956126681,RandomForest,y_weekend
store_西葛西店,0.0003041318172557658,RandomForest,y_weekend
store_五反田店,0.0003026184143939559,RandomForest,y_weekend
store_蒲田店,0.0002987667010724336,RandomForest,y_weekend
store_本庄店,0.0002812683210773485,RandomForest,y_weekend
store_練馬店,0.00027514779894772845,RandomForest,y_weekend
store_行田店,0.000271572484887425,RandomForest,y_weekend
store_江戸川店,0.0002659933011941427,RandomForest,y_weekend
store_栄店,0.0002617165723022066,RandomForest,y_weekend
store_本郷店,0.00025389590022887785,RandomForest,y_weekend
store_宮前店,0.00025388388154165423,RandomForest,y_weekend
store_君津店,0.00025299201260010277,RandomForest,y_weekend
store_三鷹店,0.0002477449490013136,RandomForest,y_weekend
store_我孫子店,0.00024187603776929968,RandomForest,y_weekend
store_四街道店,0.00023387279437790207,RandomForest,y_weekend
store_高津店,0.00022831125061892427,RandomForest,y_weekend
store_富岡店,0.00022179952198275363,RandomForest,y_weekend
store_船橋店,0.00021763473507936833,RandomForest,y_weekend
store_中原店,0.00021386512503553207,RandomForest,y_weekend
store_池袋店,0.0002134626462734602,RandomForest,y_weekend
store_和光店,0.00017521735662501074,RandomForest,y_weekend
store_草加店,0.00017429148596749666,RandomForest,y_weekend
store_八王子店,0.0001662214238093922,RandomForest,y_weekend
store_戸塚店,0.00016175521594836008,RandomForest,y_weekend
store_青葉店,0.0001418416662042985,RandomForest,y_weekend
store_世田谷店,0.0001251415011954991,RandomForest,y_weekend
store_さいたま南店,7.618305523884617e-05,RandomForest,y_weekend
store_綾瀬店,5.698028088475307e-05,RandomForest,y_weekend
order_weekend,0.4837842342917229,GradientBoosting,y_weekend
order_weekday,0.3567348471815718,GradientBoosting,y_weekend
order,0.024794163545641318,GradientBoosting,y_weekend
delta_avg,0.01437922216431041,GradientBoosting,y_weekend
order_cancel,0.011422001908280067,GradientBoosting,y_weekend
order_time_21,0.009971647599499828,GradientBoosting,y_weekend
order_time_14,0.009645234177376762,GradientBoosting,y_weekend
order_fin,0.009191068469481043,GradientBoosting,y_weekend
order_takeout,0.009098234576815585,GradientBoosting,y_weekend
order_time_12,0.008685334319580757,GradientBoosting,y_weekend
order_delivery,0.008354286427838671,GradientBoosting,y_weekend
order_time_13,0.00833962665772625,GradientBoosting,y_weekend
order_time_11,0.007838120563617542,GradientBoosting,y_weekend
order_time_15,0.007615206477269521,GradientBoosting,y_weekend
order_time_16,0.005842775403591115,GradientBoosting,y_weekend
order_time_18,0.004941733959739097,GradientBoosting,y_weekend
order_time_19,0.00467807925936383,GradientBoosting,y_weekend
order_time_20,0.0030585571866169406,GradientBoosting,y_weekend
order_time_17,0.0023497649051408176,GradientBoosting,y_weekend
store_戸田店,0.0007610345040036572,GradientBoosting,y_weekend
store_東尾久店,0.0007181200636505043,GradientBoosting,y_weekend
store_大田店,0.0006163175509531231,GradientBoosting,y_weekend
store_富津店,0.000518706935544011,GradientBoosting,y_weekend
store_入間店,0.00045581616112553013,GradientBoosting,y_weekend
store_上尾店,0.000427961035594694,GradientBoosting,y_weekend
store_若葉店,0.00042663776928589893,GradientBoosting,y_weekend
store_渋谷店,0.0004163571729147038,GradientBoosting,y_weekend
store_川崎多摩店,0.0004139287623250443,GradientBoosting,y_weekend
store_成田店,0.000403240896998081,GradientBoosting,y_weekend
store_旭店,0.0003967393821268445,GradientBoosting,y_weekend
store_練馬店,0.0003551178660581215,GradientBoosting,y_weekend
store_中店,0.000354666638234413,GradientBoosting,y_weekend
store_北千住店,0.00034973072602944015,GradientBoosting,y_weekend
store_座間店,0.00034764060433048336,GradientBoosting,y_weekend
store_浦安店,0.00034083926417814074,GradientBoosting,y_weekend
store_取手店,0.00033811723961621085,GradientBoosting,y_weekend
store_足柄上店,0.0003107398341441257,GradientBoosting,y_weekend
store_松戸店,0.0002749900085975498,GradientBoosting,y_weekend
store_西東京店,0.0002668215699422892,GradientBoosting,y_weekend
store_秦野店,0.0002487197010746863,GradientBoosting,y_weekend
